time_start,time_end,efficiency,efficiency_error,Qmean,Qmean_error,Qmedian,Qmedian_error,Qmean_noST,Qmean_noST_error,Qmedian_noST,Qmedian_noST_error,streamer_fraction,streamer_fraction_error
2025-10-29 11:26:53.868538,2025-10-29 11:59:44.200679,1.0,0.0,76.73295431063904,2.5049100550283088,37.5078124975,20.9240112325,29.21605632194989,0.7073665989456944,25.954956055000004,7.818481445000003,35.53370786516854,1.7936868032439834
