time_start,time_end,efficiency,efficiency_error,Qmean,Qmean_error,Qmedian,Qmedian_error,Qmean_noST,Qmean_noST_error,Qmedian_noST,Qmedian_noST_error,streamer_fraction,streamer_fraction_error,mean_HV,mean_Temp,mean_Hum,mean_Press
2025-11-03 15:59:21.260979,2025-11-03 16:54:49.281300,0.7961783439490446,0.011366729462551746,19.449213193254998,0.45533066848643156,16.421874997499998,3.9930572525000017,18.57667941174899,0.33100769418416864,16.343475339999998,3.9485931424999983,0.8,0.28170906978654414,5454.227272727273,22.525000000000013,37.3,1009.4363636363636
