time_start,time_end,efficiency,efficiency_error,Qmean,Qmean_error,Qmedian,Qmedian_error,Qmean_noST,Qmean_noST_error,Qmedian_noST,Qmedian_noST_error,streamer_fraction,streamer_fraction_error,mean_HV,mean_Temp,mean_Hum,mean_Press
2025-11-07 12:00:06.294796,2025-11-07 12:56:52.940188,0.9991126885536823,0.0008869176981526015,23.63372985530639,0.6354532395061228,18.9631958,4.826232910000002,21.57950798572007,0.3361034645842933,18.878501895,4.68070221,1.3321492007104796,0.34166073688378384,5749.776785714286,22.646428571428576,38.20178571428571,1003.3035714285714
