time_start,time_end,efficiency,efficiency_error,Qmean,Qmean_error,Qmedian,Qmedian_error,Qmean_noST,Qmean_noST_error,Qmedian_noST,Qmedian_noST_error,streamer_fraction,streamer_fraction_error
2025-10-23 11:00:49.150632,2025-10-23 11:19:54.788142,0.9435294117647058,0.003375966041965401,96.60195339087282,1.0391205688407978,115.349609375,69.15649414,30.66437090355419,0.3267387672833823,27.579772944999995,9.164733879999993,52.097030151892994,0.7521754837861901
