2025 07 16 13 28 09  1   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 -120.9000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0092.5257 0000.0000   0000.0000 0000.0000 0000.0000 -119.0638  0000.0000 0000.0000 0000.0000 -123.4962   0000.0000 0000.0000 0000.0000 0099.9488  0000.0000 0000.0000 0000.0000 0099.7599   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000
2025 07 16 13 28 09  1   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 -118.9680 0000.0000 0000.0000  0000.0000 -116.9330 0000.0000 0000.0000   0000.0000 0097.1354 0000.0000 0000.0000  0000.0000 0097.5254 0000.0000 0000.0000   -115.2260 0000.0000 0000.0000 0000.0000  -115.5689 0000.0000 0000.0000 0000.0000   0093.7100 0000.0000 0000.0000 0000.0000  0094.2526 0000.0000 0000.0000 0000.0000
2025 07 16 13 28 11  1   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 -118.8054 0000.0000  0000.0000 0000.0000 -120.6104 0000.0000   0000.0000 0000.0000 0098.2054 0000.0000  0000.0000 0000.0000 0090.5187 0000.0000   0000.0000 -124.3740 0000.0000 0000.0000  0000.0000 -121.3336 0000.0000 0000.0000   0000.0000 0100.6562 0000.0000 0000.0000  0000.0000 0101.1967 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000
2025 07 16 13 28 11  1   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 -117.3479   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0099.0501   0000.0000 0000.0000 0000.0000 -117.0284  0000.0000 0000.0000 0000.0000 -117.5624   0000.0000 0000.0000 0000.0000 0091.8444  0000.0000 0000.0000 0000.0000 0094.8745   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000
2025 07 16 13 28 12  1   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 -120.2141 0000.0000  0000.0000 0000.0000 -118.9432 0000.0000   0000.0000 0000.0000 0102.5902 0000.0000  0000.0000 0000.0000 0105.8996 0000.0000   0000.0000 0000.0000 -114.7996 0000.0000  0000.0000 0000.0000 -117.3162 0000.0000   0000.0000 0000.0000 0096.3461 0000.0000  0000.0000 0000.0000 0093.7843 0000.0000
2025 07 16 13 28 12  1   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 -119.5842   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0092.9814   0000.0000 0000.0000 0000.0000 -116.8002  0000.0000 0000.0000 0000.0000 -121.6070   0000.0000 0000.0000 0000.0000 0099.9078  0000.0000 0000.0000 0000.0000 0099.0188   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000
2025 07 16 13 28 12  1   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 -116.7548 0000.0000 0000.0000  0000.0000 -119.0234 0000.0000 0000.0000   0000.0000 0096.3462 0000.0000 0000.0000  0000.0000 0095.3362 0000.0000 0000.0000   -119.9573 -119.2491 0000.0000 0000.0000  -118.5463 -118.3729 0000.0000 0000.0000   0094.0021 0096.6042 0000.0000 0000.0000  0099.0249 0097.1704 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000
2025 07 16 13 28 12  1   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   -120.2170 0000.0000 0000.0000 0000.0000  -117.2287 0000.0000 0000.0000 0000.0000   0105.3742 0000.0000 0000.0000 0000.0000  0110.2075 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 -116.7178   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0092.1081
2025 07 16 13 28 13  1   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 -118.9720 0000.0000  0000.0000 0000.0000 -118.4621 0000.0000   0000.0000 0000.0000 0093.1847 0000.0000  0000.0000 0000.0000 0096.6109 0000.0000   0000.0000 -115.8472 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0092.1946 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000
2025 07 16 13 28 14  1   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 -123.4737 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0096.2656 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 -130.6033 0000.0000 0000.0000  0000.0000 -128.0382 0000.0000 0000.0000   0000.0000 0103.2396 0000.0000 0000.0000  0000.0000 0103.5497 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000
2025 07 16 13 28 15  1   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 -117.0418 0000.0000  0000.0000 0000.0000 -118.7327 0000.0000   0000.0000 0000.0000 0097.7490 0000.0000  0000.0000 0000.0000 0090.0830 0000.0000   0000.0000 -120.9469 0000.0000 0000.0000  0000.0000 -119.0716 0000.0000 0000.0000   0000.0000 0103.0417 0000.0000 0000.0000  0000.0000 0103.6410 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000
2025 07 16 13 28 17  1   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 -124.8532 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0095.4167 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 -128.3260   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0091.5168   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000
2025 07 16 13 28 17  1   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 -113.4908  0000.0000 0000.0000 0000.0000 -118.3919   0000.0000 0000.0000 0000.0000 0099.2008  0000.0000 0000.0000 0000.0000 0098.7578   0000.0000 -120.3429 0000.0000 0000.0000  0000.0000 -117.5818 0000.0000 0000.0000   0000.0000 0114.6979 0000.0000 0000.0000  0000.0000 0116.2982 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000
2025 07 16 13 28 17  1   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 -118.7550  0000.0000 0000.0000 0000.0000 -119.2780   0000.0000 0000.0000 0000.0000 0091.9829  0000.0000 0000.0000 0000.0000 0095.3452   0000.0000 0000.0000 0000.0000 -117.9834  0000.0000 0000.0000 0000.0000 -118.7091   0000.0000 0000.0000 0000.0000 0099.4338  0000.0000 0000.0000 0000.0000 0096.4301
2025 07 16 13 28 18  1   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 0000.0000 0000.0000  0000.0000 0000.0000 0000.0000 0000.0000   0000.0000 0000.0000 -109.5318 0000.0000  0000.0000 0000.0000 -111.7413 0000.0000   0000.0000 0000.0000 0099.4917 0000.0000  0000.0000 0000.0000 0091.6701 0000.0000   0000.0000 -114.2075 0000.0000 0000.0000  0000.0000 -112.4398 0000.0000 0000.0000   0000.0000 0101.4479 0000.0000 0000.0000  0000.0000 0101.8255 0000.0000 0000.0000   0000.0000 -112.9486 0000.0000 0000.0000  0000.0000 -113.2826 0000.0000 0000.0000   0000.0000 0102.3499 0000.0000 0000.0000  0000.0000 0104.5175 0000.0000 0000.0000
