time_start,time_end,efficiency,efficiency_error,Qmean,Qmean_error,Qmedian,Qmedian_error,Qmean_noST,Qmean_noST_error,Qmedian_noST,Qmedian_noST_error,streamer_fraction,streamer_fraction_error,mean_HV,mean_Temp,mean_Hum,mean_Press
2025-11-07 12:00:06.294796,2025-11-07 12:56:52.940188,0.9903593339176161,0.002892724658657984,23.635344255725666,0.6332183347527228,19.020446775,4.862915042499999,21.588513510340803,0.33495500724308586,18.903808590000004,4.690643305000009,1.3274336283185841,0.34045945374000786,5749.776785714286,22.646428571428576,38.20178571428571,1003.3035714285714
