time_start,time_end,efficiency,efficiency_error,Qmean,Qmean_error,Qmedian,Qmedian_error,Qmean_noST,Qmean_noST_error,Qmedian_noST,Qmedian_noST_error,streamer_fraction,streamer_fraction_error,mean_HV,mean_Temp,mean_Hum,mean_Press
2025-11-10 19:41:11.801627,2025-11-10 20:09:17.621581,0.9915254237288136,0.0037738524640869788,39.18792030011966,1.5381673237376494,29.189575194999996,10.508178709999996,30.739000002887064,0.6947512120099975,27.802001955,9.185791015,6.153846153846154,0.9935817903861879,5847.928571428572,22.625,37.39999999999999,1005.625
