time_start,time_end,efficiency,efficiency_error,Qmean,Qmean_error,Qmedian,Qmedian_error,Qmean_noST,Qmean_noST_error,Qmedian_noST,Qmedian_noST_error,streamer_fraction,streamer_fraction_error,mean_HV,mean_Temp,mean_Hum,mean_Press
2025-11-07 14:41:53.796628,2025-11-07 14:57:29.222715,0.02702702702702703,0.009425484222471834,23.669406889999998,1.9207611748814049,22.0907287575,2.4923553449999964,23.669406889999998,1.9207611748814049,22.0907287575,2.4923553449999964,0.0,0.0,6899.0,22.8671875,38.015625,1002.625
