time_start,time_end,efficiency,efficiency_error,Qmean,Qmean_error,Qmedian,Qmedian_error,Qmean_noST,Qmean_noST_error,Qmedian_noST,Qmedian_noST_error,streamer_fraction,streamer_fraction_error
2025-10-29 11:27:12.521122,2025-10-29 12:00:02.107552,0.9971590909090909,0.002836870838560834,13.90472137948718,0.4931364126408592,11.210205074999998,3.4270324700000003,13.90472137948718,0.4931364126408592,11.210205074999998,3.4270324700000003,0.0,0.0
