time_start,time_end,efficiency,efficiency_error,Qmean,Qmean_error,Qmedian,Qmedian_error,Qmean_noST,Qmean_noST_error,Qmedian_noST,Qmedian_noST_error,streamer_fraction,streamer_fraction_error
2025-11-03 10:52:38.442048,2025-11-03 14:55:41.067015,0.8336448598130841,0.011384573408838028,17.15457508191704,0.3233142562928366,14.847824097500002,2.693420409999998,17.15457508191704,0.3233142562928366,14.847824097500002,2.693420409999998,0.0,0.0
