time_start,time_end,efficiency,efficiency_error,Qmean,Qmean_error,Qmedian,Qmedian_error,Qmean_noST,Qmean_noST_error,Qmedian_noST,Qmedian_noST_error,streamer_fraction,streamer_fraction_error,mean_HV,mean_Temp,mean_Hum,mean_Press
2025-11-10 10:34:26.362798,2025-11-10 10:47:30.907828,0.034482758620689655,0.010714749418376988,12.942806815500001,1.4925587066852728,11.7373046875,1.9949951200000022,12.942806815500001,1.4925587066852728,11.7373046875,1.9949951200000022,0.0,0.0,4615.307692307692,21.626923076923074,38.0,1007.6923076923077
