time_start,time_end,efficiency,efficiency_error,Qmean,Qmean_error,Qmedian,Qmedian_error,Qmean_noST,Qmean_noST_error,Qmedian_noST,Qmedian_noST_error,streamer_fraction,streamer_fraction_error
2025-10-23 11:01:02.735843,2025-10-23 11:01:27.993903,0.48214285714285715,0.04721541841550918,11.896931966145834,0.9036884418098338,10.0047607421875,2.16650390625,11.896931966145834,0.9036884418098338,10.0047607421875,2.16650390625,0.0,0.0
2025-10-23 11:01:27.183105,2025-10-23 11:01:53.218500,0.48031496062992124,0.04433342700269332,13.801129450563524,1.5364553604132447,10.874267578125,3.55810546875,13.801129450563524,1.5364553604132447,10.874267578125,3.55810546875,0.0,0.0
2025-10-23 11:01:56.282475,2025-10-23 11:02:15.337159,0.31932773109243695,0.042737967617001583,14.669112356085526,1.8006979001209331,10.4091796875,2.3621826171875,14.669112356085526,1.8006979001209331,10.4091796875,2.3621826171875,0.0,0.0
2025-10-23 11:02:21.806154,2025-10-23 11:02:52.637450,0.248,0.038626001605136406,13.928206905241936,1.4824528728180835,11.273193359375,2.62548828125,13.928206905241936,1.4824528728180835,11.273193359375,2.62548828125,0.0,0.0
2025-10-23 11:02:52.975106,2025-10-23 11:03:24.392095,0.44761904761904764,0.04852650094120535,12.14048474900266,0.9325478278820782,10.672119140625,2.36279296875,12.14048474900266,0.9325478278820782,10.672119140625,2.36279296875,0.0,0.0
2025-10-23 11:03:23.459954,2025-10-23 11:03:51.133541,0.49137931034482757,0.04641693393708337,14.14367033305921,0.9343512340154209,11.541259765625,4.059326171875,14.14367033305921,0.9343512340154209,11.541259765625,4.059326171875,0.0,0.0
2025-10-23 11:03:54.092779,2025-10-23 11:04:21.995605,0.5126050420168067,0.045820357381327344,12.870057152920081,1.036476045915104,10.05126953125,3.875244140625,12.870057152920081,1.036476045915104,10.05126953125,3.875244140625,0.0,0.0
2025-10-23 11:04:26.178714,2025-10-23 11:04:50.189206,0.37735849056603776,0.04708072755603164,13.393060302734375,1.6726178493681412,9.344482421875,2.414794921875,13.393060302734375,1.6726178493681412,9.344482421875,2.414794921875,0.0,0.0
2025-10-23 11:04:52.796876,2025-10-23 11:05:24.082514,0.25196850393700787,0.03852398546858683,14.535659790039062,2.164683829651107,11.4954833984375,3.3067626953125,14.535659790039062,2.164683829651107,11.4954833984375,3.3067626953125,0.0,0.0
2025-10-23 11:05:35.206051,2025-10-23 11:05:44.098147,0.2916666666666667,0.0414926923508046,16.02177036830357,2.1030070648012713,11.67529296875,4.1826171875,16.02177036830357,2.1030070648012713,11.67529296875,4.1826171875,0.0,0.0
2025-10-23 11:05:45.274654,2025-10-23 11:06:11.602544,0.6015037593984962,0.04245271467961694,14.972219848632813,1.1401090878333915,11.3172607421875,3.6328125,14.972219848632813,1.1401090878333915,11.3172607421875,3.6328125,0.0,0.0
2025-10-23 11:06:21.801020,2025-10-23 11:06:48.092771,0.42276422764227645,0.04454235542235718,13.235520582932692,2.4853989115018473,8.0198974609375,2.0096435546875,10.973527496936274,1.0976737518115243,7.978515625,1.92919921875,1.9230769230769231,1.9044960339620904
2025-10-23 11:06:43.697019,2025-10-23 11:07:17.653262,0.4434782608695652,0.04632637459005409,14.204641447932113,1.8672535431433677,10.32274580001831,2.653477668762207,14.204641447932113,1.8672535431433677,10.32274580001831,2.653477668762207,0.0,0.0
2025-10-23 11:07:05.007113,2025-10-23 11:07:48.836597,0.2621359223300971,0.043334405326399525,12.989523975937455,1.8781658729897577,10.287303924560547,2.919055938720703,12.989523975937455,1.8781658729897577,10.287303924560547,2.919055938720703,0.0,0.0
