time_start,time_end,efficiency,efficiency_error,Qmean,Qmean_error,Qmedian,Qmedian_error,Qmean_noST,Qmean_noST_error,Qmedian_noST,Qmedian_noST_error,streamer_fraction,streamer_fraction_error,mean_HV,mean_Temp,mean_Hum,mean_Press
2025-11-07 15:41:32.756747,2025-11-07 15:54:22.824095,1.0,0.0,65.17305721963235,3.1195022514936457,48.0934753425,14.218231200000002,48.92925357033059,1.1452291342471896,45.3959350575,11.557250974999999,11.029411764705882,1.899393529945766,7589.307692307692,22.926923076923078,38.0,1003.2692307692307
