time_start,time_end,efficiency,efficiency_error,Qmean,Qmean_error,Qmedian,Qmedian_error,Qmean_noST,Qmean_noST_error,Qmedian_noST,Qmedian_noST_error,streamer_fraction,streamer_fraction_error,mean_HV,mean_Temp,mean_Hum,mean_Press
2025-11-07 15:41:33.603121,2025-11-07 15:54:22.707881,1.0,0.0,41.67091582779411,2.718054472673209,27.9384155275,11.108078002499997,32.434005440194554,1.2090768968608292,26.419677730000004,9.719055169999997,5.514705882352941,1.3840724852268025,,22.926923076923078,38.0,1003.2692307692307
