time_start,time_end,efficiency,efficiency_error,Qmean,Qmean_error,Qmedian,Qmedian_error,Qmean_noST,Qmean_noST_error,Qmedian_noST,Qmedian_noST_error,streamer_fraction,streamer_fraction_error
2025-11-03 10:52:38.376710,2025-11-03 14:56:59.129517,0.9009345794392524,0.007457103202192068,24.32298262062241,0.5624836773586953,19.54650879,4.866333010000002,21.970204866205076,0.3199734286223756,19.348205565,4.730834965,1.8672199170124482,0.3559759357909054
